system:index,UHI_max,UHI_mean,UHI_min,UHI_stdDev,.geo
0,27.608393972345915,-1.6916661883705028E-14,-5.163287087164534,1.0000587444676066,"{""type"":""MultiPoint"",""coordinates"":[]}"
